Identifiant 0,Sexe 1,Nom1 2,Nom2 3,Prénom 4,Statut 5,Signature 6,co-auteurs CRH 7,co-auteurs extérieurs 8,Objet 9,Titre 10,Revue 11,Direction 12,livre collectif 13,ouvrage préfacé 14,Dédicataire 15,Dictionnaire 16,Date 17,Lieu 18,Éditeur 19,Collection 20,Série 21,Organisme 22,Langue 23,nombre de pages 24
2922,f,CHASE,,Jane,Ingénieur de recherche CNRS,1,,,article dans une revue,"New York, du port à la ville. La construction de l'espace urbain 1750-1820",Annales E.S.C.,,,,,,1989,,,,,,français,30
2923,m,CHAUSSINAND,NOGARET,Guy,Maître de conférences EHESS,1,,,outil pour la recherche,Grands Notables du Premier Empire,,,,,,,1989,Paris,CNRS,,,,français,
2924,m,CHAUSSINAND,NOGARET,Guy,Maître de conférences EHESS,1,,,livre,Mirabeau entre le roi et la Révolution,,,,,,,1986,Paris,Hachette,,,,français,
2925,m,CHAUSSINAND,NOGARET,Guy,Maître de conférences EHESS,1,,,article dans une revue,Les élites dans la démocratie : l'épreuve de la Révolution française,Commentaires,,,,,,1986,,,,,,français,10
2926,m,CHAUSSINAND,NOGARET,Guy,Maître de conférences EHESS,1,,,article dans une revue,Le rôle de la noblesse dans l'évolution de la pensée constitutionnelle pendant la Révolution,Revue de Synthèse,,,,,,1986,,,,,,français,14
2927,m,CHAUSSINAND,NOGARET,Guy,Maître de conférences EHESS,1,,,article dans une revue,Cagliostro et la chute de l'Ancien Régime,L'Histoire,,,,,,1986,,,,,,français,7
2928,m,CHAUSSINAND,NOGARET,Guy,Maître de conférences EHESS,1,,,article dans une revue,"La noblesse, ministère de l'idéal",Autrement,,,,,,1987,,,,,,français,8
2929,m,CHAUSSINAND,NOGARET,Guy,Maître de conférences EHESS,1,,,article dans une revue,Girondins et Montagnards,L'Histoire,,,,,,1987,,,,,,français,13
2930,m,CHAUSSINAND,NOGARET,Guy,Maître de conférences EHESS,1,,,article dans une revue,Le refus de la Révolution,L'Histoire,,,,,,1988,,,,,,français,7
2931,m,CHAUSSINAND,NOGARET,Guy,Maître de conférences EHESS,1,,,livre,1789,,,,,,,1988,Paris,Hervas,,,,français,
2932,m,CHAUSSINAND,NOGARET,Guy,Maître de conférences EHESS,1,,,livre,La Bastille est prise,,,,,,,1988,Bruxelles,Complexe,,,,français,
2933,m,CHAUSSINAND,NOGARET,Guy,Maître de conférences EHESS,1,,,réédition d'un livre,Mirabeau (traduction allemande),,,,,,,1989,Stuttgart,Klett-Cotta,,,,allemand,329
2934,m,CHAUSSINAND,NOGARET,Guy,Maître de conférences EHESS,1,,,réédition d'un livre,Madame Roland (traduction allemande),,,,,,,1989,Stuttgart,Klett-Cotta,,,,allemand,372
2935,m,CHAUSSINAND,NOGARET,Guy,Maître de conférences EHESS,1,,,article dans une revue,L'irrésistible ascension d'un Robespierre botté,L'Histoire,,,,,,1989,,,,,,français,9
2936,m,CHAUSSINAND,NOGARET,Guy,Maître de conférences EHESS,1,,,article dans une revue,Les métamorphoses du principe aristocratique,Le Débat,,,,,,1989,,,,,,français,5
2937,m,CHAUSSINAND,NOGARET,Guy,Maître de conférences EHESS,1,,,contribution dans un livre collectif,De la aristocratia a las élites,,J.Villaverde,Alcance y legado de la Revolucion francesa,,,,1989,Madrid,,,,,espagnol,12
2938,m,COURBIN,,Paul,Directeur d'études EHESS,1,,,article dans des actes de colloque,L'architecture archaïque naxienne à Délos : ses apports à l'architecture classique,,,Actes du XIIe Congrès International Classique,,,,1983,,,,,,français,7
2939,m,COURBIN,,Paul,Directeur d'études EHESS,1,,,article dans une revue,Le temple archaïque de Délos,Bulletin de Correspondance Hellénique,,,,,,1987,,,,,,français,17
2940,m,COURBIN,,Paul,Directeur d'études EHESS,1,,,article dans une revue,Saint-Etienne-de-Dions,Archéologie Médiévale,,,,,,1987,,,,,,français,
2941,m,COURBIN,,Paul,Directeur d'études EHESS,1,,,article dans une revue,A. Leroi-Gourhan et la technique des fouilles,Bulletin de la Société Préhistorique Française,,,,,,1987,,,,,,français,7
2942,m,COURBIN,,Paul,Directeur d'études EHESS,1,,,article dans des actes de colloque,André Leroi-Gourhan et l'archéologie non-préhistorique,,,"André Leroi-Gourhan ou les Voies de l'Homme, Actes du colloque C.N.R.S.",,,,1987,,,,,,français,7
2943,m,COURBIN,,Paul,Directeur d'études EHESS,1,,,article dans une revue,La Fouille du Sras-Srang,Collection de Textes et Documents sur l'Indochine,,,,,,1988,,,,,,français,40
2944,m,COURBIN,,Paul,Directeur d'études EHESS,1,,,livre,What is Archeology,,,,,,,1988,Chicago,Chicago University Press,,,,anglais,
2945,f,DAUMARD,,Adeline,membre associé au CRH,1,,,livre,Les bourgeois et la bourgeoisie en France de 1815 à nos jours,,,,,,,1987,Paris,Aubier,,,,français,
2946,f,DAUMARD,,Adeline,membre associé au CRH,1,,,article dans une revue,Généalogies sociales et étude de la dynamique des patrimoines,Bollettino di Informazione,,,,,,1986,,,,,,français,2
2947,f,DAUMARD,,Adeline,membre associé au CRH,1,,,contribution dans un livre collectif,De l'histoire sociale comparative et quantitative à l'histoire comparée,,?,"Sociedade Brasileira de Pesquissa Historica, Anais da VI reuniao",,,,1987,Sao Paulo,,,,,français,8
2948,f,DAUMARD,,Adeline,membre associé au CRH,1,,,article dans une revue,L'histoire sociale comparative et quantitative à l'histoire comparée,Cahiers internationaux d'Histoire économique et sociale,,,,,,1988,,,,,,français,50
2949,f,DAUMARD,,Adeline,membre associé au CRH,1,,,contribution dans un livre collectif,Noblesse et aristocratie en France au XIXe siècle,,?,Les noblesses européennes au XIXe siècle,,,,1988,Rome,Collection de l'Ecole française de Rome,,,,français,24
2950,f,DAUMARD,,Adeline,membre associé au CRH,1,,,préface,préface,,,,Les classes bourgeoises et l'avènement de la démocratie,F.Ponteil,,1989,Paris,Albin Michel,,,,français,17
2951,f,DAUPHIN,MEMETEAU,Cécile,Ingénieur d'études CNRS,10,"A. Farge, C.Klapisch-Zuber",G. Fraisse et al.,article dans une revue,Culture et pouvoir des femmes,Annales E.S.C.,,,,,,1986,,,,,,français,23
2952,f,DAUPHIN,MEMETEAU,Cécile,Ingénieur d'études CNRS,1,,,article dans une revue,Repères pour une histoire de la solitude,Informations sociales,,,,,,1986,,,,,,français,5
2953,f,DAUPHIN,MEMETEAU,Cécile,Ingénieur d'études CNRS,1,,,article dans une revue,Dans les coulisses du bureau,Autrement,,,,,,1987,,,,,,français,4
2954,f,DAUPHIN,MEMETEAU,Cécile,Ingénieur d'études CNRS,1,,,article dans des actes de colloque,De l'employé à l'employée : figures du travail dans les bureaux en France (XIXe-XXe siècles),,,"The Sexual Division of Labour, Ninth International Economic History Congress, Berne 1986",,,,1989,Uppsala,Department of Economic History,,,,français,28
2955,f,DEBERT,,Aline,Ingénieur d'études CNRS,1,,,catalogue d'exposition,"Catalogue de l'exposition ""Reflets de la dévotion populaire""",,,,,,,1986,Saint-Michel de Frigolet,,,,,français,30
2956,f,DEBERT,,Aline,Ingénieur d'études CNRS,1,,,article dans une revue,Les associations professionnelles de bibliothécaires et de documentalistes,Livres hebdo,,,,,,1989,,,,,,français,6
2957,f,NETTER,,Marie-Laurence,Ingénieur d'études EHESS,1,,,article dans des actes de colloque,L'intégration de nouvelles valeurs par le théâtre,,,"Actes du Colloque international Théâtre et Révolution, Besançon 1989",,,,1989,,Publications du bicentenaire,,,,français,7
2958,m,DELILLE,,Gérard,Directeur de recherche CNRS,1,,,livre,Famiglia e proprietà nel Regno di Napoli,,,,,,,1988,Turin,Einaudi,,,,italien,
2959,m,DELILLE,,Gérard,Directeur de recherche CNRS,4,,"J.M. Sallmann, J.C. Waquet et Y.M. Bercé",livre,L'Italie au XVIIe siècle,,,,,,,1989,Paris,,,,,français,
2960,f,DEMELAS,BOHY,Marie-Danièle,Chargé de recherche CNRS,1,,,article dans une revue,Bilan actuel de l'Eglise catholique dans les pays andins,Problèmes d'Amérique Latine,,,,,,1986,,,,,,français,32
2961,f,DEMELAS,BOHY,Marie-Danièle,Chargé de recherche CNRS,2,,Y. Saint-Geours,livre,La vie quotidienne en Amérique du Sud au temps de Bolivar,,,,,,,1987,Paris,Hachette,,,,français,
2962,f,DEMELAS,BOHY,Marie-Danièle,Chargé de recherche CNRS,1,,,contribution dans un livre collectif,Les architectes de mondes. A propos des premiers préfets de Santa-Cruz-de-la-Sierra (1825-1827),,?,Institutions coloniales et réalités sociales en Amérique espagnole,,,,1988,Paris,Centre de recherches inter-universitaire sur l'Amérique espagnole coloniale,,,,français,27
2963,f,DEMELAS,BOHY,Marie-Danièle,Chargé de recherche CNRS,2,,Y. Saint-Geours,livre,"Jerusalem y Babilonia. Religion y politica en Ecuador, 1780-1875",,,,,,,1988,Quito,Corporacion editora nacional,,,,espagnol,
2964,f,DEMELAS,BOHY,Marie-Danièle,Chargé de recherche CNRS,2,,M. Renaud,article dans une revue,"Instabilité, réseaux et partis. Un prototype de système expert appliqué à de l'histoire politique","Mathématiques, Informatique et Sciences sociales",,,,,,1989,,,,,,français,32
2965,f,DEMELAS,BOHY,Marie-Danièle,Chargé de recherche CNRS,1,,,article dans une revue,"Ah, ça ira, ça ira, ça ira !",America latina,,,,,,1989,,,,,,français,7
2966,f,DEMELAS,BOHY,Marie-Danièle,Chargé de recherche CNRS,2,,Y. Saint-Geours,livre,"Jerusalem et Babylone. Religion et politique en Amérique du Sud, le cas de l'Equateur",,,,,,,1989,Paris,ADPF,,,,français,
2967,m,CHARTIER,,Roger,Directeur d'études EHESS,1,,,contribution dans des Mélanges,Histoire et pouvoirs de l'écrit,,,"Vico, Malesherbes, Condorcet. Le Livre et l'historien. Etudes offertes en l'honneur du Professeur Henri-Jean Martin,",,Henri-Jean Martin,,1997,Genève,,Droz,,,français,
2968,m,DEMONET,,Michel,Chef de travaux EHESS,1,,,article dans une revue,"L'activité de l'Inquisition de Tolède. Etude statistique, méthodes et premiers résultats",Annuario dell'Istituto Storico Italiano per l'età moderna e contemporanea,,,,,,1986,,,,,,français,29
2969,m,DEPEYROT,,Georges,Chargé de recherche CNRS,9,,"A. Akerraz, M. Amandry, N. El Khatib-Boujibar, A. Hesnard, A. Kermorvant, E. et M. Lenoir, G. Monthel",article dans une revue,Recherches archéologiques récentes à Dchar Jdid (Zilil) : les découvertes monétaires,Bulletin de la Société française de numismatique,,,,,,1989,,,,,,français,2
2970,m,DEROUET,,Bernard,Chargé de recherche CNRS,1,,,article dans une revue,Système d'autorité et gestion des communautés familiales du Bourbonnais,Revue d'Auvergne,,,,,,1986,,,,,,français,12
2971,m,DEROUET,,Bernard,Chargé de recherche CNRS,1,,,article dans une revue,Permanence des pratiques successorales et systèmes agraires : le cas de la France au XIXe siècle,Mélanges de l'Ecole Française de Rome,,,,,,1988,,,,,,français,10
2972,m,DEROUET,,Bernard,Chargé de recherche CNRS,1,,,contribution dans un livre collectif,Le patrimoine et l'héritage,,?,L'état de la France pendant la Révolution,,,,1988,Paris,La découverte,,,,français,3
2973,m,DEROUET,,Bernard,Chargé de recherche CNRS,1,,,article dans une revue,Pratiques successorales et rapport à la terre : les sociétés paysannes d'Ancien Régime,Annales E.S.C.,,,,,,1989,,,,,,français,34
2974,m,DEROUET,,Bernard,Chargé de recherche CNRS,1,,,article dans une revue,La France à l'heure du partage,Regards sur le foncier,,,,,,1989,,,,,,français,3
2975,m,DESAIVE,,Jean-Paul,Chef de travaux EHESS,1,,,article de dictionnaire,Mercuriale,,,,,,Dictionnaire des sciences historiques,1986,Paris,PUF,,,,français,
2976,m,DESAIVE,,Jean-Paul,Chef de travaux EHESS,1,,,article de dictionnaire,Jean Meuvret,,,,,,Dictionnaire des sciences historiques,1986,Paris,PUF,,,,français,
2977,m,DESAIVE,,Jean-Paul,Chef de travaux EHESS,1,,,article de dictionnaire,Prix,,,,,,Dictionnaire des sciences historiques,1986,Paris,PUF,,,,français,
2978,m,DESAIVE,,Jean-Paul,Chef de travaux EHESS,1,,,article dans une revue,Du geste à la parole : délits sexuels et archives judiciaires (1690-1750),Communications,,,,,,1987,,,,,,français,15
2979,m,DESAIVE,,Jean-Paul,Chef de travaux EHESS,1,,,contribution dans un livre collectif,La Vallée d'Aillant,,?,Guide bleu Bourgogne,,,,1987,Paris,Hachette,,,,français,5
2980,m,DESCIMON,,Robert,Directeur de recherche CNRS,1,,,article de dictionnaire,Ancien Régime,,,,,,Dictionnaire des sciences historiques,1986,Paris,PUF,,,,français,3
2981,m,DESCIMON,,Robert,Directeur de recherche CNRS,1,,,article de dictionnaire,Histoire des institutions,,,,,,Dictionnaire des sciences historiques,1986,Paris,PUF,,,,français,4
2982,m,DESCIMON,,Robert,Directeur de recherche CNRS,1,,,catalogue d'exposition,Un nouveau style de gouvernement,,,"Henri IV et la reconstruction du royaume, catalogue de l'exposition (Pau 1989)",,,,1989,Paris,Réunion des Musées nationaux,,,,français,6
2983,f,DUCREUX,,Marie-Elisabeth,Chargé de recherche CNRS,1,,,contribution dans un livre collectif,"Adam Michna d'Otradovice (1600-1676 ?), maniériste mystique",,Daniela Dalla Valle,Manierismo e letteratura,,,,1986,Turin,,,,,français,23
2984,f,DUCREUX,,Marie-Elisabeth,Chargé de recherche CNRS,1,,,article dans une revue,La situation religieuse dans les Pays Tchèques à la fin du XVIe siècle,Etudes Danubiennes,,,,,,1986,,,,,,français,13
2985,f,DUCREUX,,Marie-Elisabeth,Chargé de recherche CNRS,1,,,article dans une revue,La reconquête catholique de l'espace bohémien,Revue des Etudes Slaves,,,,,,1988,,,,,,français,18
2986,m,DUPAQUIER,,Jacques,Directeur d'études EHESS,1,,,livre,Per la demografia storica,,,,,,,1989,,,,,,italien,
2987,m,DUPAQUIER,,Jacques,Directeur d'études EHESS,1,,,article de dictionnaire,Démographie historique,,,,,,Dictionnaire des sciences historiques,1986,Paris,PUF,,,,français,
2988,m,DUPAQUIER,,Jacques,Directeur d'études EHESS,1,,,article de dictionnaire,Généalogie,,,,,,Dictionnaire des sciences historiques,1986,Paris,PUF,,,,français,
2989,m,FRIDENSON,,Patrick,Attaché de recherche CNRS,1,,,contribution dans un livre collectif,Comments,,"A.Okochi, K.Shimokawa",Development of Mass Marketing,,,,1981,Tokyo,University Press,,,,anglais,3
2990,m,CHARTIER,,Roger,Directeur d'études EHESS,1,,,contribution dans un livre collectif,Du livre au lire,,"de P. Beaud, P. Flichy, D. Pasquier et L. Quéré","Sociologie de la communication,",,,,1997,Paris,CENT,,,,français,20
2991,m,DUPAQUIER,,Jacques,Directeur d'études EHESS,1,,,article de dictionnaire,Population,,,,,,Dictionnaire des sciences historiques,1986,Paris,PUF,,,,français,
2992,m,DUPAQUIER,,Jacques,Directeur d'études EHESS,1,,,article dans une revue,"Les naturalisés français et leur destin, ou le melting-rot français de 1851 à 1939",Revue européenne des migrations internationales,,,,,,1986,,,,,,français,15
2993,m,DUPAQUIER,,Jacques,Directeur d'études EHESS,1,,,article dans une revue,La réforme fiscale dans l'élection de Pontoise à la fin de l'Ancien Régime,"Mémoires de la Société historique et archéologique de Pontoise, du Val d'Oise et du Vexin",,,,,,1987,,,,,,français,68
2994,m,DUPAQUIER,,Jacques,Directeur d'études EHESS,1,,,article dans une revue,Démographie et identité régionale,Revue des sciences morales et politiques,,,,,,1988,,,,,,français,17
2995,m,DUPAQUIER,,Jacques,Directeur d'études EHESS,1,,,article dans une revue,La dynamique démographique de la France de l'Ouest,Norois,,,,,,1988,,,,,,français,6
2996,m,DUPAQUIER,,Jacques,Directeur d'études EHESS,1,,,article dans une revue,Le jansénisme dans le Vexin français,Bulletin de la Société d'histoire de Paris et de l'Ile de France,,,,,,1988,,,,,,français,34
2997,m,DUPAQUIER,,Jacques,Directeur d'études EHESS,1,,,livre,Histoire de la population française,,,,,,,1988,Paris,PUF,,,,français,
2998,m,DUPAQUIER,,Jacques,Directeur d'études EHESS,1,,,livre,Ainsi commença la Révolution. Campagne électorale et cahiers de doléances dans les bailliages de Chaumont-en-Vexin et de Magny-en-Vexin,,,,,,,1989,,"Société historique de Pontoise, du Val d'Oise et du Vexin",,,,français,
2999,m,DUPAQUIER,,Jacques,Directeur d'études EHESS,1,,,article dans une revue,Vers une statistique nationale des divorces sous la première République,Populations et culture,,,,,,1989,,,,,,français,
3000,m,FRIDENSON,,Patrick,Attaché de recherche CNRS,1,,,contribution dans un livre collectif,L'Etat et le financement de l'industrie automobile française,,J.H.Pirenne,Le rôle des capitaux publics dans le financement de l'industrie en Europe occidentale aux 19e et 20e siècles,,,,1981,Bruxelles,Bruylant,,,,français,2
3001,m,DUPAQUIER,,Jacques,Directeur d'études EHESS,1,,,article dans des actes de colloque,Le choix des témoins dans les mariages civils au XIXe siècle,,,Actes du Colloque de Rouen Aux sources de la puissance : sociabilité et parenté,,,,1987,,,,,,français,
3002,m,DUPAQUIER,,Jacques,Directeur d'études EHESS,1,,,article de dictionnaire,Population/démographie,,,,,,Dictionnaire historique de la Révolution française,1989,,,,,,français,
3003,m,DUPAQUIER,,Jacques,Directeur d'études EHESS,1,,,article dans une revue,Le plein rural en France,"Espaces, Population, Sociétés",,,,,,1989,,,,,,français,8
3004,m,DUPAQUIER,,Jacques,Directeur d'études EHESS,1,,,article dans une revue,Problèmes de représentabilité dans l'enquête des 3000 familles,Histoire et Mesure,,,,,,1989,,,,,,français,3
3005,m,DUPAQUIER,,Jacques,Directeur d'études EHESS,1,,,article dans une revue,Le prénom de famille est-il un mythe ?,Histoire et Généalogie,,,,,,1989,,,,,,français,12
3006,m,ELBOUDRARI,,Hassan,Chef de travaux EHESS,1,,,article dans une revue,L'Islam maghrébin,Atlas des Religions,,,,,,1988,,,,,,français,4
3007,m,ELBOUDRARI,,Hassan,Chef de travaux EHESS,1,,,article dans une revue,Séduire Dieu et les hommes,Psychanalystes,,,,,,1989,,,,,,français,
3008,m,EMPTOZ,,Gérard,membre associé au CRH,1,,,article dans une revue,De Leblanc à Solvay : le sel et la naissance de l'industrie chimique,Sciences et techniques en perspective,,,,,,1987,,,,,,français,15
3009,m,EMPTOZ,,Gérard,membre associé au CRH,1,,,article dans une revue,"Michel-Eugène Chevreul, un savant dans son siècle",Revue Française des Corps Gras,,,,,,1989,,,,,,français,7
3010,f,FARGE,,Arlette,Directeur de recherche CNRS,1,,,livre,"La Vie Fragile, pouvoirs, violence et solidarités à Paris au XVIIIe siècle",,,,,,,1986,Paris,Hachette,,,,français,
3011,f,FARGE,,Arlette,Directeur de recherche CNRS,2,J. Revel,,livre,Les logiques de la foule. L'affaire des enlèvements d'enfants,,,,,,,1988,Paris,Hachette,,,,français,
3012,m,FRIDENSON,,Patrick,Attaché de recherche CNRS,1,,,contribution dans un livre collectif,The class struggle at Renault,,R.Samuel,People's history and socialist theory,,,,1981,Londres,Routledge and Kegan,,,,anglais,3
3013,f,FARGE,,Arlette,Directeur de recherche CNRS,1,,,article dans une revue,"La violence, les femmes et le sang au XVIIIe siècle","Mentalités, Affaires de sang",,,,,,1988,,,,,,français,15
3014,f,FARGE,,Arlette,Directeur de recherche CNRS,1,,,catalogue d'exposition,Les images de la société au XVIIIe siècle,,,"Catalogue de l'exposition de Vizille, Révolution française (juin 1988)",,,,1988,,,,,,français,
